"Symbol","Name","Last Trade","Type","Exchange"
"SHIAE.BO","Shivam Apparels Exports Ltd","2","Stock","BSE"
"SWAGRO.BO","SWARNAJYOTHI AGROTECH & POWER","4.88","Stock","BSE"
"ISQ1527-C.BO","","NaN","Future",""
"TRANSAG.BO","Trans Agro Tech Ltd","5","Stock","BSE"
"EXIDELIFEACT.BO","Exide Life Active Asset Allocation Fund","14.66","Mutual Fund","BSE"
"126391.BO","DSP BlackRock Dyn Asset Alloc Dir Div","10.26","Mutual Fund","BSE"
"133525.BO","Baroda Pioneer Credit Opp A Reg Bns","10.9","Mutual Fund","BSE"
"UNIVPRIM.BO","Universal Prime Aluminium Ltd","3.35","Stock","BSE"
"UNIVSTAR.BO","Universal Starch-Chem Allied Ltd","25.65","Stock","BSE"
"VRUNAGR.BO","Varuna Agroproteins Ltd","5","Stock","BSE"
"SM1518-C.BO","","NaN","Future",""
"WELINV.BO","WELSPUN INVESTMENTS AND COMMER","53","Stock","BSE"
"PWM1525-C.BO","","NaN","Future",""
"AMBALALSA.BO","Ambalal Sarabhai Enterprises Ltd","7.87","Stock","BSE"
"BOMBCYC.BO","Bombay Cycle & Motor Agency Ltd","1,811.00","Stock","BSE"
"ADVPETR-B.BO","Advance Petrochemicals Ltd.","17.90","Stock","BSE"
"APTANN.BO","ANDHRA PRADESH TANNERIES LTD.","6.70","Stock","BSE"
"ALPINFN.BO","Alpine Capital Services Ltd","3.68","Stock","BSE"
"ASUTENT.BO","ASUTOSH ENTERPRISES LTD.","0.01","Stock","BSE"
"ARAVALIS.BO","Aravali Securities & Finance Ltd","5.59","Stock","BSE"
"ANANTRAJ.BO","Anant Raj Ltd","36.85","Stock","BSE"
"DESIGNAU.BO","DESIGN AUTO SYSTEMS LTD.","1.65","Stock","BSE"
"ADTYFRG.BO","Aditya Forge Ltd","2.97","Stock","BSE"
"AYPLAMI.BO","AYEPEE LAMITUBES LTD.","0.01","Stock","BSE"
"AVIPHOT.BO","AVI Photochem Ltd","8.92","Stock","BSE"
"AXTEL.BO","Axtel Industries Ltd","15.09","Stock","BSE"
"ACRYSIL.BO","Acrysil Ltd","652.00","Stock","BSE"
"ALUFLUOR.BO","Alufluoride Ltd","15.70","Stock","BSE"
"ADARSHPL.BO","Adarsh Plant Protect Ltd","4.37","Stock","BSE"
"ASITCFIN.BO","Asit C Mehta Financial Services Ltd","41.80","Stock","BSE"
"ANUJEWL.BO","ANUGRAHA JEWELLERS LTD.","2.00","Stock","BSE"
"AVONORG.BO","Avon Lifesciences Ltd","52.15","Stock","BSE"
"ALPGRAPH.BO","Alpha Graphic India Ltd","2.39","Stock","BSE"
"108196.BO","Morgan Stanley A.C.E Div","21.40","Mutual Fund","BSE"
"108545.BO","IDFC All Seasons Bond A Gr","22.77","Mutual Fund","BSE"
"108607.BO","IDFC Cash A Wk Div","1,001.53","Mutual Fund","BSE"
"108643.BO","IDFC Gov Sec Inv A Qt Div","14.37","Mutual Fund","BSE"
"111348.BO","Birla Sun Life Cmdty Eq Glbl Agri RetDiv","15.52","Mutual Fund","BSE"
"108646.BO","IDFC Gov Sec S/T A Qt Div","10.67","Mutual Fund","BSE"
"108663.BO","IDFC Gov Sec PF A Yr Div","11.33","Mutual Fund","BSE"
"108701.BO","IDFC Money Mgr Trs A Wk Div","10.07","Mutual Fund","BSE"
"111716.BO","Bharti AXA Regular Return Reg Mn Div","12.35","Mutual Fund","BSE"
"112926.BO","Axis Income Saver HY Div","11.64","Mutual Fund","BSE"
"112148.BO","Mirae Asset China Advantage Div","14.65","Mutual Fund","BSE"
"112330.BO","IDFC Asset Allocation FOF Moderate Div","14.36","Mutual Fund","BSE"
"113218.BO","ICICI Pru L/T Plan Reg Ann Div","10.84","Mutual Fund","BSE"
"116472.BO","Axis Constant Maturity 10 Yr Fund HY Div","11.22","Mutual Fund","BSE"
"114530.BO","SBI Treasury Advantage Reg Dl Div","1,005.11","Mutual Fund","BSE"
"116913.BO","DWS Premier Bond Prem Pls Ann Div","11.14","Mutual Fund","BSE"
"115077.BO","Canara Robeco Yield Adv Reg Gr","13.84","Mutual Fund","BSE"
"118193.BO","L&T India Equity and Gold Div","18.52","Mutual Fund","BSE"
"118850.BO","Mirae Asset S/T Bond Dir Wk Div","12.79","Mutual Fund","BSE"
"118928.BO","HDFC L/T Advantage Dir Div","38.82","Mutual Fund","BSE"
"112058.BO","Mirae Asset S/T Bond Qt Div","12.41","Mutual Fund","BSE"
"112056.BO","Mirae Asset S/T Bond Wk Div","10.41","Mutual Fund","BSE"
"115483.BO","UTI Trs Adv Instl Qt Div","1,106.87","Mutual Fund","BSE"
"116360.BO","DWS Short Maturity Reg Ann Div","10.67","Mutual Fund","BSE"
"116582.BO","IDBI Dynamic Bond Ann Div","10.50","Mutual Fund","BSE"
"117751.BO","JPMorgan India Liquid Ann Div","13.19","Mutual Fund","BSE"
"118321.BO","Canara Robeco Yield Adv Dir Mn Div","14.04","Mutual Fund","BSE"
"118587.BO","Reliance Arbitrage Adv Dir Div","12.23","Mutual Fund","BSE"
"118831.BO","Mirae Asset China Advantage Dir Gr","14.96","Mutual Fund","BSE"
"118834.BO","Mirae Asset Emerging Bluechip Dir Gr","32.31","Mutual Fund","BSE"
"118614.BO","Edelweiss Absolute Return Dir Div","14.30","Mutual Fund","BSE"
"118624.BO","Edelweiss Prudent Advantage Dir Gr","19.39","Mutual Fund","BSE"
"118669.BO","Reliance Gilt Sec Dir Auto Cap App Div P","19.09","Mutual Fund","BSE"
"118489.BO","IDFC Asset Alloc FOF Moderate Dir Gr","17.62","Mutual Fund","BSE"
"119184.BO","SBI Treasury Advantage Dir Gr","1,654.38","Mutual Fund","BSE"
"119380.BO","BOI AXA Treasury Advantage Dir Dl Div","1,002.92","Mutual Fund","BSE"
"119411.BO","Baroda Pioneer Trs Adv Dir Mn Div","1,002.70","Mutual Fund","BSE"
"119436.BO","Birla Sun Life Advantage Dir Gr","293.04","Mutual Fund","BSE"
"119491.BO","Birla Sun Life Asset Allc Mod Dir Div","44.43","Mutual Fund","BSE"
"119844.BO","L&T Triple Ace Bond Dir Gr","38.09","Mutual Fund","BSE"
"112031.BO","Baroda Pioneer Trs Adv Reg Gr","1,657.80","Mutual Fund","BSE"
"112029.BO","Baroda Pioneer Trs Adv IP Gr","1,688.20","Mutual Fund","BSE"
"112108.BO","Edelweiss Prudent Advantage A Gr","19.20","Mutual Fund","BSE"
"115616.BO","DHFL Pramerica Treasury Advantage Fr Div","1,003.51","Mutual Fund","BSE"
"112329.BO","IDFC Asset Allocation FOF Moderate Gr","17.47","Mutual Fund","BSE"
"116374.BO","DWS Ultra S/T Ann Div","13.42","Mutual Fund","BSE"
"116381.BO","DWS Low Duration Ann Div","13.10","Mutual Fund","BSE"
"114384.BO","Kotak Multi Asset Allocation Reg Qt Div","11.68","Mutual Fund","BSE"
"117447.BO","Axis Banking Debt Fund Dl Div","1,005.20","Mutual Fund","BSE"
"118570.BO","Franklin India Inc Builder Dir Ann Div","18.01","Mutual Fund","BSE"
"118447.BO","IDBI Gilt Fund Dir Ann Div","10.78","Mutual Fund","BSE"
"118930.BO","HDFC Arbitrage Dir Qt Div","13.62","Mutual Fund","BSE"
"118943.BO","HDFC Cash Mgmt Trs Adv Dir Mn Div","10.21","Mutual Fund","BSE"
"119150.BO","HDFC Small and Mid Cap Dir Gr","27.51","Mutual Fund","BSE"
"119381.BO","BOI AXA Treasury Advantage Dir Wk Div","1,006.82","Mutual Fund","BSE"
"119214.BO","HDFC Dynamic PE Ratio FOFs A Dir Qt Div","12.33","Mutual Fund","BSE"
"APG1625-C.BO","","NaN","Future",""
"LDG1625-C.BO","","NaN","Future",""
"LTG1625-C.BO","","NaN","Future",""
"119287.BO","Tata Index Sensex A Dir","64.12","Mutual Fund","BSE"
"120390.BO","Axis Liquid Fund Dir Wk Div","1,002.09","Mutual Fund","BSE"
"120591.BO","ICICI Pru Indo Asia Equity Dir Gr","20.61","Mutual Fund","BSE"
"125503.BO","SBI Treasury Advantage Dir Gr","1,654.38","Mutual Fund","BSE"
"125501.BO","SBI Treasury Advantage Reg Mn Div","1,026.05","Mutual Fund","BSE"
"125502.BO","SBI Treasury Advantage Dir Dl Div","1,006.57","Mutual Fund","BSE"
"122236.BO","ICICI Pru Balanced Adv Dir Mn Div","13.99","Mutual Fund","BSE"
"AVIVALIFESEC.BO","Aviva Life-Secure","23.10","Mutual Fund","BSE"
"ELU1524-C.BO","","NaN","Future",""
"131030.BO","DWS Arbitrage Reg Qtr Div","10.52","Mutual Fund","BSE"
"EINSEDUTEC.BO","APLAYA CREATIONS L","42.15","Stock","BSE"
"BOBBALANCEIN.BO","Baroda Pioneer Balance A Div","19.41","Mutual Fund","BSE"
"BOIAXALIQUID.BO","BOI AXA Liquid Ret Dl Div","1,002.11","Mutual Fund","BSE"
"130490.BO","DSP BlackRock Global Alloc Reg Div","10.69","Mutual Fund","BSE"
"DBSCHOLATRIP.BO","L&T Triple Ace Bond Gr","37.32","Mutual Fund","BSE"
"DWSPREMIERBO.BO","DWS Premier Bond Instl Gr","23.59","Mutual Fund","BSE"
"DWSULTRASTAN.BO","DWS Ultra S/T Ann Bns","17.76","Mutual Fund","BSE"
"F00000H501.BO","Star Union Dai-ichi Life-Pen Apex Equity","16.23","Mutual Fund","BSE"
"F00000H5GJ.BO","Bajaj Allz Life-Acceler Mid Cap Pension","42.06","Mutual Fund","BSE"
"F00000H5H2.BO","Bajaj Allz Life-Max Gain 1","16.23","Mutual Fund","BSE"
"F00000H5M0.BO","Tata AIA Life-Growth Maximiser","14.28","Mutual Fund","BSE"
"ACIASIA.BO","Allied Computers International (Asia) Ltd","0.05","Stock","BSE"
"ADINATHBI.BO","Adinath Bio-Labs Ltd","0.23","Stock","BSE"
"AASHEE.BO","AASHEE INFOTECH LTD.","1.47","Stock","BSE"
"TGBHOTELS6.BO","TGB BANQUETS AND HOTELS LTD","105.1","Stock","BSE"
"132186.BO","Birla Sun Life Finl FOF Pln Agg Dir Gr","16.73","Mutual Fund","BSE"
"ADVPOWER.BO","ADVANCE POWERINFRA TECH LIMITE","2.18","Stock","BSE"
"AFL-BE.NS","ACCEL FRONT LINE LTD","0","Stock","NSI"
"APCOTEXBBPH.BO","APCOTEX IND*","81.7","Stock","BSE"
"135536.BO","UTI Dynamic Bond Dir Ann Div","10.5","Mutual Fund","BSE"
"APLAPOLL.BO","APL APOLLO TUBES LIMITED","135.05","Stock","BSE"
"118964.BO","DWS Equity Income Dir Ann Div","14.67","Mutual Fund","BSE"
"AROMAENT.BO","AROMA ENTERPRISES (INDIA) LTD.","15.37","Stock","BSE"
"ASIL-BE.NS","","0","Stock","NSI"
"AUSTRAL.NS","Greenearth Resources & Projects Ltd","0.4","Stock","NSI"
"ANKITMETAL.BO","ANKIT METAL & POWER LTD.","1.85","Stock","BSE"
"AXISBANK-IL.NS","AXIS BANK LTD","545.5","Stock","NSI"
"129647.BO","Union KBC Small and Midcap Reg Gr","12.27","Mutual Fund","BSE"
"118938.BO","DWS Alpha Equity Dir Bns","16.76","Mutual Fund","BSE"
"SU1615-C.BO","","NaN","Future",""
"ARVINFRA-BE.NS","Arvind Infrastructure Ltd","0","Stock","NSI"
"119763.BO","Kotak Banking and PSU Debt Dir Mn Div","10.88","Mutual Fund","BSE"
"119756.BO","Kotak Flexi Debt A Dir Wk Div","12.38","Mutual Fund","BSE"
"ACME.BO","Acme Resources Limited","12.50","Stock","BSE"
"120479.BO","Axis Income Saver Dir Qtly Div","13.00","Mutual Fund","BSE"
"120496.BO","Religare Invesco Active Inc Dir Mn Div","1,112.92","Mutual Fund","BSE"
"120305.BO","LIC Nomura MF Index Sensex Adv Dir Gr","18.62","Mutual Fund","BSE"
"120306.BO","LIC Nomura MF Index Sensex Adv Dir Div","52.60","Mutual Fund","BSE"
"120373.BO","Sahara Banking and Fincl Svc Dir Gr","43.75","Mutual Fund","BSE"
"120870.BO","ICICI Pru Indo Asia Equity Dir Div","20.62","Mutual Fund","BSE"
"120688.BO","ICICI Pru Exports and Other Srvs Dir Gr","47.97","Mutual Fund","BSE"
"123693.BO","Kotak Banking and PSU Debt Dir Gr","33.00","Mutual Fund","BSE"
"ABNAMROCASHM.BO","BNP Paribas Overnight Reg Mn Div","1,000.60","Mutual Fund","BSE"
"ABNAMROMONEY.BO","BNP Paribas Money Plus Reg Gr","21.56","Mutual Fund","BSE"
"AXISINCOMEQT.BO","Axis Income Qt Div","10.63","Mutual Fund","BSE"
"BAJAJALLZLIF.BO","Bajaj Allz Life-Equity Plus Pension","68.18","Mutual Fund","BSE"
"131023.BO","DWS Arbitrage Dir Div","10.96","Mutual Fund","BSE"
"130794.BO","Religare Invesco US/T Ann Bns","2,031.34","Mutual Fund","BSE"
"F00000H52L.BO","Aviva Life-Pen Balance","41.45","Mutual Fund","BSE"
"F00000H532.BO","Aviva Life-Index II","14.84","Mutual Fund","BSE"
"F00000H5M7.BO","Tata AIA Life-Select Equity","32.41","Mutual Fund","BSE"
"BCZ1531-C.BO","","NaN","Future",""
"IL&FSENGG.BO","IL&FS ENGINEERING AND CONSTRUC","71.65","Stock","BSE"
"PIPAVAVDOC4.BO","PIPAVAV DEFENCE AND OFFSHORE E","60.25","Stock","BSE"
"ADANIPOWER4.BO","ADANI POWER LTD","41.00","Stock","BSE"
"AMARJOTHI.BO","AMARJOTHI SPINNING MILLS LTD.","86.20","Stock","BSE"
"ATCOM6.BO","ATCOM TECHNOLOGIES LTD","3.19","Stock","BSE"
"AMTEKINDIA6.BO","AMTEK INDIA LTD","148.30","Stock","BSE"
"APOLLOHOSP4.BO","APOLLO HOSPITALS ENTERPRISES L","1,292.25","Stock","BSE"
"ASIANELEC.BO","ASIAN ELECTRONICS LTD.","1.78","Stock","BSE"
"AKSPINTEX.BO","A.K. Spintex Ltd.","38.05","Stock","BSE"
"VIX1526-C.BO","","NaN","Future",""
"132118.BO","Birla Sun Life Latin America Eq Gr","7.41","Mutual Fund","BSE"
"132120.BO","Birla Sun Life Latin America Eq Dir Gr","7.51","Mutual Fund","BSE"
"100301.BO","Kotak Bond A Reg Bns","27.21","Mutual Fund","BSE"
"101795.BO","ICICI Pru FRF A Gr","219.83","Mutual Fund","BSE"
"101224.BO","Tata Dynamic Bond A Div","14.92","Mutual Fund","BSE"
"102187.BO","Birla Sun Life Asset Allc Mod Gr","44.43","Mutual Fund","BSE"
"ARIHANT-EQ.NS","ARIHANT FOUNDATIONS & HOUSING L","41.00","Stock","NSI"
"106521.BO","AIG India Trs Retl Gr","1,869.87","Mutual Fund","BSE"
"106796.BO","HDFC Arbitrage Retl Gr","17.81","Mutual Fund","BSE"
"TANAA.BO","Taneja Aerospace & Aviation Ltd","57.35","Stock","BSE"
"117867.BO","IDFC All Seasons Bond Reg Wk Div","11.00","Mutual Fund","BSE"
"VOLGAAIR.BO","VOLGA AIR TECHNICS LTD.","0.90","Stock","BSE"
"AGRITECH-EQ.NS","Agri-Tech (India) Limited","5.60","Stock","NSI"
"ALN1530-C.BO","","NaN","Future",""
"NVN1530-C.BO","","NaN","Future",""
"125136.BO","Baroda Pioneer Trs Adv Pl A Reg Bns","1,677.18","Mutual Fund","BSE"
"SH1617-C.BO","","NaN","Future",""
"LTM1525-C.BO","","NaN","Future",""
"ISM1525-C.BO","","NaN","Future",""
"BCM1525-C.BO","","NaN","Future",""
"PWQ1527-C.BO","","NaN","Future",""
"BLQ1527-C.BO","","NaN","Future",""
"122677.BO","DWS Ultra S/T Dir Ann Bns","11.88","Mutual Fund","BSE"
"ALERPTR.BO","ALERT PETROGAS LTD.","13.50","Stock","BSE"
"AUTOAXLES.BO","Automotive Axles Ltd","702.00","Stock","BSE"
"ONGC4.BO","OIL AND NATURAL GAS CORPORATIO","317.10","Stock","BSE"
"ABIRAFN.BO","Abirami Financial Services (India) Ltd","11.97","Stock","BSE"
"ASIANAL-B.BO","Asian Alloys Ltd","4.00","Stock","BSE"
"AKAIMPX.BO","AKAI IMPEX LTD.","1.20","Stock","BSE"
"IPAPPM.BO","INTERNATIONAL PAPER APPM LIMIT","269.00","Stock","BSE"
"BUTTERFLY-EQ.NS","BUTTERFLY GANDHIMATHI APPLIANCE","252.70","Stock","NSI"
"AROGRANITE.BO","ARO GRANITE INDUSTRIES LTD.","55.20","Stock","BSE"
"SAIL6.BO","STEEL AUTHORITY OF INDIA LTD","66.05","Stock","BSE"
"OSWALAGRO.BO","OSWAL AGRO MILLS LTD.","13.87","Stock","BSE"
"AMRUTANJAN-BE.NS","AMRUTANJAN HEALTH INR2","0.00","Stock","NSI"
"102138.BO","ICICI Pru Advisor Moderate Reg Div","38.19","Mutual Fund","BSE"
"THIRUSUGAR.BO","THIRU AROORAN SUGARS LTD.","40.50","Stock","BSE"
"ADANIPOWER6.BO","ADANI POWER LTD","41.00","Stock","BSE"
"ADORWELD.BO","ADOR WELDING LTD.","340.00","Stock","BSE"
"AHLWEST.BO","ASIAN HOTELS (WEST) LTD.","113.00","Stock","BSE"
"ARVINFRA.BO","Arvind Infrastructure Limited","94.00","Stock","BSE"
"ALLCARGO6.BO","ALLCARGO LOGISTICS LTD","327.85","Stock","BSE"
"ANANTRAJ6.BO","ANANT RAJ LTD","38.01","Stock","BSE"
"APCOTEXIND.BO","APCOTEX INDUSTRIES LTD.","262.50","Stock","BSE"
"APTEK6.BO","HEXAWARE TECHNOLOGIES LTD","828.50","Stock","BSE"
"133397.BO","JM Arbitrage Advantage Dir Hly Bns","20.43","Mutual Fund","BSE"
"ATU1524-C.BO","","NaN","Future",""
"IDFCCASHAWKD.BO","IDFC Cash A Wk Div","1,001.53","Mutual Fund","BSE"
"IDFCCASHAGR.BO","IDFC Cash A Gr","2,547.17","Mutual Fund","BSE"
"ABCINDQ.BO","ABC India Ltd","93","Stock","BSE"
"ASAL.BO","Automotive Stampings & Assemblies Ltd","41","Stock","BSE"
"ARNPROC.BO","ARUN PROCESSORS LTD.","4.4","Stock","BSE"
"APPOSTO.BO","APPOLLO STONES LTD.","2.5","Stock","BSE"
"DRAGARWQ.BO","Dr Agarwal'S Eye Hospital Ltd","180","Stock","BSE"
"AMICOMP.BO","Ami Computers (I) Ltd","1.67","Stock","BSE"
"ASHOKRE.BO","Ashoka Refineries Limited","13.97","Stock","BSE"
"ASHISHPO.BO","Ashish Polyplast Ltd","8.65","Stock","BSE"
"ANNAINFRA.BO","Anna Infrastructures Ltd","10.69","Stock","BSE"
"ATLASCYCLE.BO","ATLAS CYCLES (HARYANA) LTD.","215.5","Stock","BSE"
"BELAGRO.BO","Bell AGromachina Ltd","43.15","Stock","BSE"
"ARISE.BO","Arihant's Securities Ltd","6.98","Stock","BSE"
"DESHRAK.BO","Desh Rakshak Aushdhalaya Ltd","5.28","Stock","BSE"
"ALANGIND.BO","Alang Industrial Gases Ltd","6.88","Stock","BSE"
"ADIRASA.BO","Adi RaSAyan Ltd","3.11","Stock","BSE"
"133398.BO","JM Arbitrage Advantage Dir Qt Bns","20.43","Mutual Fund","BSE"
"ALLSEC.BO","Allsec Technologies Ltd","139.5","Stock","BSE"
"ADHUNIK.BO","Adhunik Metaliks Ltd","16.78","Stock","BSE"
"ALLCARGO.BO","Allcargo Logistics Ltd","373.9","Stock","BSE"
"ARCOTECH.BO","Arcotech Ltd","374.5","Stock","BSE"
"118570.BO","Franklin India Inc Builder Dir Ann Div","18.01","Mutual Fund","BSE"
"118447.BO","IDBI Gilt Fund Dir Ann Div","10.78","Mutual Fund","BSE"
"118930.BO","HDFC Arbitrage Dir Qt Div","13.62","Mutual Fund","BSE"
"118943.BO","HDFC Cash Mgmt Trs Adv Dir Mn Div","10.21","Mutual Fund","BSE"
"119150.BO","HDFC Small and Mid Cap Dir Gr","27.51","Mutual Fund","BSE"
"119381.BO","BOI AXA Treasury Advantage Dir Wk Div","1,006.82","Mutual Fund","BSE"
"119214.BO","HDFC Dynamic PE Ratio FOFs A Dir Qt Div","12.33","Mutual Fund","BSE"
"APG1625-C.BO","","NaN","Future",""
"LDG1625-C.BO","","NaN","Future",""
"LTG1625-C.BO","","NaN","Future",""
"119287.BO","Tata Index Sensex A Dir","64.12","Mutual Fund","BSE"
"119349.BO","BOI AXA Equity Dir Qt Div","11.36","Mutual Fund","BSE"
"119352.BO","BOI AXA Tax Advantage Dir Div","20.15","Mutual Fund","BSE"
"119847.BO","L&T Triple Ace Bond Dir Qt Div","12.43","Mutual Fund","BSE"
"119755.BO","Kotak Flexi Debt A Dir Gr","18.51","Mutual Fund","BSE"
"119983.BO","BNP Paribas Bond Dir Ann Div","10.78","Mutual Fund","BSE"
"120447.BO","Axis Constant Maturity 10 Yr Dir Gr","13.05","Mutual Fund","BSE"
"120467.BO","Axis Focused 25 Dir Div","17.74","Mutual Fund","BSE"
"120465.BO","Axis Equity Dir Gr","19.57","Mutual Fund","BSE"
"120311.BO","ICICI Pru Blended A Dir Div","13.64","Mutual Fund","BSE"
"JETAIRWAYS6.BO","JET AIRWAYS (INDIA) LTD","378.20","Stock","BSE"
"ONGC6.BO","OIL AND NATURAL GAS CORPORATIO","317.10","Stock","BSE"
"SHAHALLOYS.BO","SHAH ALLOYS LTD.","6.93","Stock","BSE"
"INDIANACRY.BO","INDIAN ACRYLICS LTD.","8.20","Stock","BSE"
"130776.BO","Axis Enhanced Arbitrage Reg Div","10.41","Mutual Fund","BSE"
"JMTAUTOLTD.BO","JMT AUTO LTD.","90.30","Stock","BSE"
"NATIONALUM4.BO","NATIONAL ALUMINIUM CO LTD","47.90","Stock","BSE"
"ABGSHIP6.BO","ABG SHIPYARD LTD","149.65","Stock","BSE"
"ABIRLANUVO.BO","ADITYA BIRLA NUVO LTD.","2,116.00","Stock","BSE"
"ADANIPORTS4.BO","ADANI PORTS AND SPECIAL ECONOM","348.30","Stock","BSE"
"AGRODUTCH.BO","AGRO DUTCH INDUSTRIES LTD.","3.44","Stock","BSE"
"AIAENG6.BO","AIA ENGINEERING LTD","1,062.80","Stock","BSE"
"AIL4.BO","ALSTOM INDIA LTD","721.75","Stock","BSE"
"APOLLOTYRE6.BO","APOLLO TYRES LTD","181.75","Stock","BSE"
"APTECHT6.BO","APTECH LTD","59.10","Stock","BSE"
"ASAHIINDIA.BO","ASAHI INDIA GLASS LTD.","157.00","Stock","BSE"
"BANARISUG.BO","BANNARI AMMAN SUGARS LTD.","1,130.00","Stock","BSE"
"AXISENHANCED.BO","Axis Enhanced Arbitrage Dir Gr","11.10","Mutual Fund","BSE"
"106324.BO","Canara Robeco Trs Adv Retl Div","1,609.69","Mutual Fund","BSE"
"112410.BO","L&T Triple Ace Bond Gr","37.32","Mutual Fund","BSE"
"NICCOUCO.BO","Nicco Uco Alliance Credit Ltd","0.40","Stock","BSE"
"PILANIINV.NS","Pilani Investment and Industries Corp Ltd","1,432.00","Stock","NSI"
"PLK1528-C.BO","","NaN","Future",""
"NVH1526-C.BO","","NaN","Future",""
"VIG1526-C.BO","","NaN","Future",""
"OMAXAUTO.NS","Omax Autos Ltd","76.65","Stock","NSI"
"PATHEJA-B.BO","PATHEJA FORGINGS & AUTO PARTS","1.30","Stock","BSE"
"PGHH.NS","Procter & Gamble Hygiene and Health Care Ltd","5,723.90","Stock","NSI"
"ALANKIT-EQ.NS","ALANKIT LIMITED","48.70","Stock","NSI"
"RUIAAQA.BO","RUIA AQUACULTURE FARMS LTD.","2.00","Stock","BSE"
"AANCHALISP.BO","Aanchal Ispat Limited","7.10","Stock","BSE"
"IGOLD-EQ.NS","ICICI PRUDENTIAL A GOLD EXCHANG","2,380.00","Stock","NSI"
"SETCO.BO","Setco Automotive Ltd","221.70","Stock","BSE"
"SHRIGANG.BO","SHRI GANG INDUSTRIES AND ALLIE","1.73","Stock","BSE"
"AMARSEC.BO","AMARNATH SECURITIES LTD","17.00","Stock","BSE"
"TGBHOTELS.BO","TGB BANQUETS AND HOTELS LTD.","119.30","Stock","BSE"
"SAPL.BO","Sar  Auto Products Limited","178.80","Stock","BSE"
"CLUTCHAUTO-BE.NS","CLUTCH AUTO LTD","12.85","Stock","NSI"
"126394.BO","DSP BlackRock Dyn Asset Alloc Reg Gr","11.83","Mutual Fund","BSE"
"ADORWELD-BE.NS","ADOR WELDING LTD","0.00","Stock","NSI"
"ADITYAINF.BO","ADITYA INFO-SOFT LTD.","1.75","Stock","BSE"
"ARIAC.BO","Arihant Avenues & Credit Ltd","7.60","Stock","BSE"
"ALCHCORP.BO","Alchemist Corp Ltd","8.10","Stock","BSE"
"CRYPTAG.BO","CRYPTOGEN AGRO INDUSTRIES LTD.","7.40","Stock","BSE"
"ACCENTECH.BO","Accentia Technologies Ltd","3.11","Stock","BSE"
"AHLUCONT.BO","Ahluwalia Contracts India Ltd","271.00","Stock","BSE"
"AAGAMCAP.BO","AAGAM CAPITAL LTD.","46.50","Stock","BSE"
"ACEEDU.BO","ACE EDUTREND LTD.","2.04","Stock","BSE"
"BLZ1531-C.BO","","NaN","Future",""
"ADFFOODS.NS","ADF Foods Ltd","98.50","Stock","NSI"
"ADHUNIK.NS","Adhunik Metaliks Ltd","16.70","Stock","NSI"
"ADSLBBPH.BO","ALLIEDDIG*","93.00","Stock","BSE"
"AHLEAST.NS","Asian Hotels (East) Ltd","146.90","Stock","NSI"
"ALICON.BO","ALICON CASTALLOY LIMITED","376.40","Stock","BSE"
"AMTL.BO","ADVANCE METERING TECHNOLOGY LT","28.15","Stock","BSE"
"ANIKINDS-BE.NS","ANIK INDUSTRIES INR10","30.50","Stock","NSI"
"ANKITMETAL-EQ.NS","ANKIT METAL & POWER LIMITED","1.85","Stock","NSI"
"AURIONPRO.NS","Aurionpro Solutions Ltd","221.05","Stock","NSI"
"AUSTENGBBPH.BO","AUSTIN ENGG*","50.10","Stock","BSE"
"BSLGOLDET.NS","BIRLA SUN LIFE ASS GOLD ETF","2,313.90","Stock","NSI"
"MAISF.BO","Mahesh Agricultural Implements & Steel Forgings Ltd","29.35","Stock","BSE"
"PWH1526-C.BO","","NaN","Future",""
"PWK1528-C.BO","","NaN","Future",""
"131670.BO","Birla Sun Life Dyn Ass Alloc Dir Gr","38.09","Mutual Fund","BSE"
"NRAGRINDQ.BO","NR Agarwal Industries Ltd","36.50","Stock","BSE"
"ONELIFECA.NS","ONELIFE CAPITAL ADVISORS LIMITE","69.10","Stock","NSI"
"GCMCAPI.BO","GCM CAPITAL ADVISORS LTD","47.35","Stock","BSE"
"RASHELAG.BO","Rashel Agrotech Ltd","0.88","Stock","BSE"
"AQUA.NS","","0.00","Stock","NSI"
"ASHCONIUL.NS","ASHCO NIULAB INDUSTRIES LTD INR","0.00","Stock","NSI"
"SALSTEEL.NS","S AL Steel Ltd","2.15","Stock","NSI"
"SFCL-EQ.NS","STAR FERRO AND CEMENT LIMITED","134.70","Stock","NSI"
"SUNILAGR.BO","Sunil Agro Foods Ltd","23.00","Stock","BSE"
"SURANAT&P.NS","Surana Telecom and Power Ltd","5.20","Stock","NSI"
"SVARTCORP.BO","SWASTI VINAYAKA ART AND HERITA","4.11","Stock","BSE"
"UTITRSADVPER.BO","UTI Trs Adv Periodic Div","1,050.97","Mutual Fund","BSE"
"TEEAI.BO","Teesta Agro Industries Ltd","10.00","Stock","BSE"
"KOTAKTREASUR.BO","Kotak Treasury Advantage Fund Reg Dl Div","10.08","Mutual Fund","BSE"
"UTITRSADVFTD.BO","UTI Trs Adv Ft Div","1,073.98","Mutual Fund","BSE"
"HATSUN-EQ.NS","HATSUN AGRO PRODUCT LIMITED","410.10","Stock","NSI"
"EICHERMOT.NS","Eicher Motors Ltd","16,341.00","Stock","NSI"
"SUZLON.BO","Suzlon Energy Ltd","22.55","Stock","BSE"
"BHEL.NS","Bharat Heavy Electricals Ltd.","174.00","Stock","NSI"
