"Symbol","Name","Last Trade","Type","Exchange"
"EASAX","EAS Crow Point Alternatives A","8.81","Mutual Fund","NAS"
"EAREX","Eaton Vance Real Estate A","14.17","Mutual Fund","NAS"
"EAMDX","MFS Moderate Allocation 529A","16.68","Mutual Fund","NAS"
"EAHIX","MFS High Income 529A","3.26","Mutual Fund","NAS"
"EACFX","Wells Fargo Advantage Asset Alloc C","12.78","Mutual Fund","NAS"
"EABSX","Eaton Vance TABS Short-Term Muni Bd A","10.65","Mutual Fund","NAS"
"E","Eni SpA","32.31","Stock","NYQ"
"DXPE","DXP Enterprises, Inc.","32.5","Stock","NMS"
"DWSM.HM","D INV I G EM EQ LCC","184.22","Mutual Fund","HAM"
"DWFIX","DFA World ex US Government Fxd Inc I","10.54","Mutual Fund","NAS"
"DUST","Direxion Daily Gold Miners Bear 3X ETF","17.17","ETF","PCX"
"DTN","WisdomTree Dividend ex-Financials ETF","72.44","ETF","PCX"
"DTMEX","DFA Tax-Managed US Eq","22.81","Mutual Fund","NAS"
"DRPEX","Dreyfus Emerging Markets I","8.14","Mutual Fund","NAS"
"DREYX","Davis Real Estate Y","36.89","Mutual Fund","NAS"
"DNEMX","Dunham Emerging Markets Stock N","11.67","Mutual Fund","NAS"
"DLPCX","Delaware Global Real Estate Opps C","7.15","Mutual Fund","NAS"
"DLEUF","DELTA ELECTRONICS","2.35","Stock","PNK"
"DIERX","Dreyfus International Equity I","35.15","Mutual Fund","NAS"
"DIA","SPDR Dow Jones Industrial Average ETF","178.81","ETF","PCX"
"ABLE","Able Energy Inc.","0","Stock","PNK"
"DFIEX","DFA International Core Equity I","11.76","Mutual Fund","NAS"
"DFGEX","DFA Global Real Estate Securities I","10.61","Mutual Fund","NAS"
"DFELX","DFA Enhanced US Large Company I","12.69","Mutual Fund","NAS"
"DEMRX","Delaware Emerging Markets R","12.99","Mutual Fund","NAS"
"DEGIX","Delaware Intl Value Equity A","13.08","Mutual Fund","NAS"
"DEE","DB Commodity Double Short ETN","80","ETF","PCX"
"DBISX","Deutsche Global Equity A","8.46","Mutual Fund","NAS"
"DANG","E-Commerce China Dangdang Inc.","7.08","Stock","NYQ"
"DAEMX","Dunham Emerging Markets Stock A","11.41","Mutual Fund","NAS"
"CWRTX","Compass EMP REC Enhanced Volatil Wtd T","11.12","Mutual Fund","NAS"
"CWRIX","Victory CEMP REC Enhanced Vol Wtd Idx I","11.45","Mutual Fund","NAS"
"CWEI","Clayton Williams Energy, Inc.","58","Stock","NYQ"
"CWB","SPDR Barclays Convertible Secs ETF","46.49","ETF","PCX"
"CVMIX","Calvert Emerging Markets Equity I","11.8","Mutual Fund","NAS"
"CUHTX","Compass EMP US 500 Enh Volatil Wtd T","13.79","Mutual Fund","NAS"
"CUHCX","Victory CEMP US 500 Enh Vol Wtd Idx C","14.05","Mutual Fund","NAS"
"CU","First Trust ISE Global Copper ETF","11.05","Stock","NGM"
"CTE.NS","Cambridge Technology Enterprises Ltd","102.95","Stock","NSI"
"CRRFX","Columbia Real Estate Equity K","15.85","Mutual Fund","NAS"
"CRCRX","Voya Real Estate C","20.92","Mutual Fund","NAS"
"CPRAX","PL Real Estate 529 MT A","9.49","Mutual Fund","NAS"
"COOL","Majesco Entertainment Co.","1.15","Stock","NCM"
"CMS","CMS Energy Corp.","35.39","Stock","NYQ"
"CMKIX","Victory CEMP Emerging Mkt Vol Wtd Idx I","8.55","Mutual Fund","NAS"
"CMBZX","Columbia Emerging Markets Bond Z","10.58","Mutual Fund","NAS"
"CLD","Cloud Peak Energy Inc.","2.7","Stock","NYQ"
"CLACX","AdvisorOne CLS Global Aggressive Eq N","13.18","Mutual Fund","NAS"
"CIGEX","Calamos Global Equity I","13.58","Mutual Fund","NAS"
"CHIX","Global X China Financials ETF","14.71","ETF","PCX"
"CHDRX","Cullen High Dividend Equity R1","15.38","Mutual Fund","NAS"
"CGVAK.BO","CG-Vak Software & Exports Ltd","42.1","Stock","BSE"
"CGREX","Invesco Global Real Estate C","12.88","Mutual Fund","NAS"
"CGPRX","Columbia Global Strategic Equity R5","14.89","Mutual Fund","NAS"
"CGEIX","Columbia Select Global Equity I","10.18","Mutual Fund","NAS"
"CGAYX","Calvert Global Energy Solutions Y","6.52","Mutual Fund","NAS"
"CEVYX","Columbia Global Equity Value Y","11.8","Mutual Fund","NAS"
"CETRX","Columbia Global Energy & Natural Res R","15.89","Mutual Fund","NAS"
"CETFX","Ibbotson Convervative ETF Asset","11.23","Mutual Fund","NAS"
"CEMVX","Causeway Emerging Markets Investor","10.3","Mutual Fund","NAS"
"CEMRX","Columbia Emerging Markets R","9.14","Mutual Fund","NAS"
"CEMIX","Causeway Emerging Markets Instl","10.23","Mutual Fund","NAS"
"CEGBX","Columbia Global Energy & Natural Res B","15.21","Mutual Fund","NAS"
"CEEFX","JPMorgan Sec Cptl US Cor Rl Estt Secs R5","18.74","Mutual Fund","NAS"
"CEECX","JPMorgan Sec Cptl US Cor Rl Estt Secs C","18.64","Mutual Fund","NAS"
"CEBAX","Victory CEMP Enhanced Fixed Income A","9.84","Mutual Fund","NAS"
"CCNIX","Victory CEMP Cmdty Enh Vol WtdIdxStrat I","7.67","Mutual Fund","NAS"
"CCNAX","Victory CEMP Cmdty Enh Vol WtdIdxStrat A","7.63","Mutual Fund","NAS"
"KHAITANEL.NS","Khaitan Electricals Ltd","0","Stock","NSI"
"CAPEX","Eaton Vance Tx-Mgd Growth 1.0","910.21","Mutual Fund","NAS"
"CAECX","Columbia Acorn European C","14.86","Mutual Fund","NAS"
"BTU","Peabody Energy Corporation","11.10","Stock","NYQ"
"BMNCX","UBS Equity Long-Short Multi-Strategy C","10.69","Mutual Fund","NAS"
"BMGBX","BlackRock Mid-Cap Growth Equity Inv B","12.69","Mutual Fund","NAS"
"BLX","Banco Latinoamericano de Comercio Exterior, S.A","28.30","Stock","NYQ"
"BLSAX","BlackRock Emerging Mkt L/S Eq Investor A","9.57","Mutual Fund","NAS"
"BLRCX","Brookfield Global Listed Real Estate C","12.93","Mutual Fund","NAS"
"BJK","Market Vectors Gaming ETF","32.81","ETF","PCX"
"BIRLAERIC.BO","BIRLA ERICSSON OPTICAL LTD.","51.95","Stock","BSE"
"BIEMX","William Blair Emerging Mkts Growth Instl","11.62","Mutual Fund","NAS"
"BIAEX","Brown Advisory Tax Exempt Bond Investor","10.01","Mutual Fund","NAS"
"BGVIX","Brandes Global Equity I","23.30","Mutual Fund","NAS"
"BEMAX","Brandes Emerging Markets Value A","6.66","Mutual Fund","NAS"
"BELAS.BR","EURONEXT BAS PRICE","13,540.78","Index","BRU"
"BEDIX","BlackRock Emerg Mkts Flex Dyn Bd Instl","8.74","Mutual Fund","NAS"
"BCVCX","Sterling Capital Behav Lg Cp Val Eq C","17.51","Mutual Fund","NAS"
"BCPEX","Brandes Core Plus Fixed Income E","9.09","Mutual Fund","NAS"
"BBEP","Breitburn Energy Partners LP","1.59","Stock","NMS"
"BALPX","BlackRock Event Driven Equity Inv A","8.86","Mutual Fund","NAS"
"BAJAJELEC.NS","Bajaj Electricals Ltd","217.80","Stock","NSI"
"BAFDX","Brown Advisory Equity Income Inst","12.91","Mutual Fund","NAS"
"BADAX","Brown Advisory Equity Income Adv","12.87","Mutual Fund","NAS"
"BACIX","BlackRock All-Cap Engy & Res Instl","11.11","Mutual Fund","NAS"
"AZUCX","AllianzGI US Equity-Hedged C","16.10","Mutual Fund","NAS"
"AZMPX","AllianzGI NFJ Emerging Markets Value P","13.07","Mutual Fund","NAS"
"AZMDX","AllianzGI NFJ Emerging Markets Value D","13.20","Mutual Fund","NAS"
"AZENX","AQR Emerging Defensive Style N","8.58","Mutual Fund","NAS"
"AXISLTEQUITY.BO","Axis L/T Equity Div","22.08","Mutual Fund","BSE"
"AUUYX","AB Select US Equity Advisor","15.99","Mutual Fund","NAS"
"AUIKX","AB Equity Income K","26.12","Mutual Fund","NAS"
"ATO","Atmos Energy Corporation","62.59","Stock","NYQ"
"ATLS","Atlas Energy Group, LLC","1.18","Stock","NYQ"
"ATDBX","Invesco Endeavor B","17.45","Mutual Fund","NAS"
"ASTIX","Astor Long/Short ETF I","11.83","Mutual Fund","NAS"
"ASPGX","Astor S.T.A.R. ETF Featuring A","14.83","Mutual Fund","NAS"
"ARYVX","American Century Global Real Estate Inv","11.64","Mutual Fund","NAS"
"ARYCX","American Century Real Estate C","29.47","Mutual Fund","NAS"
"ARTSONEN.BO","Artson Engineering Ltd","57.55","Stock","BSE"
"ARSYX","AB Global Real Estate Investment Advisor","14.06","Mutual Fund","NAS"
"APOLLOHOSP.BO","Apollo Hospitals Enterprise Ltd","1,379.30","Stock","BSE"
"APOLLOHOS.NS","Apollo Hospitals Enterprise Ltd","1,379.10","Stock","NSI"
"APE.AX","AP Eagers Ltd.","10.8","Stock","ASX"
"AOTIX","AllianzGI Emerging Markets Opps Instl","22.45","Mutual Fund","NAS"
"AOTDX","AllianzGI Emerging Markets Opps D","22.64","Mutual Fund","NAS"
"ANGL.BO","ANGELS ENTERPRISES LTD","133.4","Stock","BSE"
"ANFBX","American Funds New Economy B","36.69","Mutual Fund","NAS"
"ANA.MC","ACCIONA","79.57","Stock","MCE"
"AMREX","American Growth Fund Series Two E","11.82","Mutual Fund","NAS"
"ALMEX","ASTON/LMCG Emerging Markets I","7.74","Mutual Fund","NAS"
"ALHIX","AC Alternatives Equity Market Netr Inv","11.21","Mutual Fund","NAS"
"ALESX","Aberdeen Latin American Equity Instl Svc","5.28","Mutual Fund","NAS"
"ALEAX","Aberdeen Latin American Equity A","5.26","Mutual Fund","NAS"
"AFEL.BO","A.F. ENTERPRISES LTD","59.55","Stock","BSE"
"AFAAX","API Efficient Frontier Capital Inc Instl","42.76","Mutual Fund","NAS"
"AEYIX","American Century Equity Income C","8.79","Mutual Fund","NAS"
"AEUSX","Aberdeen European Equity Instl Svc","9.39","Mutual Fund","NAS"
"AEURX","American Century Equity Income R","8.77","Mutual Fund","NAS"
"AEUCX","Aberdeen European Equity C","9.3","Mutual Fund","NAS"
"AERT","Advanced Environmental Recycling Technologies, Inc.","0.07","Stock","PNK"
"AEL","American Equity Investment Life Holding Company","27.38","Stock","NYQ"
"AEFCX","Arbitrage Event-Driven C","8.79","Mutual Fund","NAS"
"AEDSX","Aberdeen Emerg Mkts Dbt Lcl Ccy I","6.99","Mutual Fund","NAS"
"AECRX","Aberdeen Emerg Mkts Dbt Lcl Ccy R","6.87","Mutual Fund","NAS"
"ADIIX","Columbia Diversified Equity Income I","13.96","Mutual Fund","NAS"
"ACPKX","American Century Core Equity Plus Inst","13.94","Mutual Fund","NAS"
"ACIQX","American Century Intl Core Equity A","8.46","Mutual Fund","NAS"
"ACEYX","American Beacon Emerging Mkts Y","9.08","Mutual Fund","NAS"
"ACEKX","Invesco Equity and Income R5","10.31","Mutual Fund","NAS"
"ABYEX","AB Emerging Markets Multi-Asset Advisor","8.39","Mutual Fund","NAS"
"ABREX","AB Emerging Markets Multi-Asset R","8.34","Mutual Fund","NAS"
"ABKEX","AB Emerging Markets Multi-Asset K","8.33","Mutual Fund","NAS"
"ABEYX","American Beacon Intl Equity Y","19.38","Mutual Fund","NAS"
"ABD2.SG","AB GL ASIA P EQ A2C","57.04","Mutual Fund","STU"
"ABCYX","American Beacon The London Co Inc Eq Y","14.62","Mutual Fund","NAS"
"ABCEX","AB Emerging Markets Multi-Asset C","8.35","Mutual Fund","NAS"
"AAXJ","iShares MSCI All Country Asia ex Japan","56.04","ETF","NGM"
"23179487.SG","MODULOR LEVARIN EUR","157.95","Index","STU"
"ERICB.SW","ERICSSON -B-","9.57","Stock","EBS"
"ABERDEENINTE.AX","Aberdeen International Equity","1.09","Mutual Fund","ASX"
"NZRSC.NZ","S&P/NZX REAL ESTATE SELECT INDE","1,049.06","Index","NZE"
"04Z5.Z","STXEMLARGE50 EUR GR","119.47","Index","ZRH"
"UEF0.F","UBS ETF BUSLC AHC","16.41","ETF","FRA"
"AUS0029AU.AX","Platypus Australian Equities - Retail","1.36","Mutual Fund","ASX"
"0V3.SG","C V D EQUIPMENT","10.67","Stock","STU"
"04Z1.Z","STXEM50 EUR GR","1,067.84","Index","ZRH"
"BJZ.MU","Energiser Investments Ord","1.00","Mutual Fund","LSE"
"04Z7.Z","STXEMMID50 EUR GR","146.07","Index","ZRH"
"BEEF-DCA21L0.SA","MINERVA     D21 EJ  NM","1,028.91","Stock","SAO"
"CYRE-DEB22L0.SA","CYRELA REALTD22     NM","10,292.38","Stock","SAO"
"EURI","AgriEuro Corp.","1.22","Stock","OBB"
"K55303B16753.KS","MIDAS Asia Leaders Growth Equity Mstr Eq","963.92","Mutual Fund","KSC"
"K55240B81199.KS","BNK Index Linked PF ELS-Derivatives 55","959.04","Mutual Fund","KSC"
"CEBP.DE","iShares MSCI EMU USD Hdg","4.77","ETF","GER"
"ARNHEMLONGSH.AX","Arnhem Long Short Australian Equity","0.99","Mutual Fund","ASX"
"ARNHEMCONCEN.AX","Arnhem Concentrated Australian Equity","1.25","Mutual Fund","ASX"
"K55210B31346.KS","SHBNPP Securities PF ELS-Deriv HK74","698.44","Mutual Fund","KSC"
"ELF1628-C.BO","","NaN","Future",""
"ES0174868002.BC","Santander Bolsa Europa 2019 FI","107.09","Mutual Fund","BAR"
"K55306B34973.KS","KTB Index Linked PF ELS-Derivatives 846","737.01","Mutual Fund","KSC"
"K55214B75428.KS","Eugene GTAA Index Linked PF Bond 4","1,006.93","Mutual Fund","KSC"
"FVNDWX","FT 5665: Balanced Income Equity","10.16","Mutual Fund","NAS"
"ENMEW.PA","EN MEDTECH EW","1,393.24","Index","PAR"
"BRCP11.SA","FIP BRASCAN CI","1,622.00","Stock","SAO"
"FJCSRX","FT 5677: UBS Equity Horizon Lis","10.69","Mutual Fund","NAS"
"IE00BWVFXY26.IR","PIMCO GIS RAE Fdmtl Europe E $ Unhdg","9.34","Mutual Fund","ISE"
"F7R1.HM","FR TI GL EQ INC AC","9.98","Mutual Fund","HAM"
"IE00BWX49P08.IR","PIMCO GIS RAE Fdmtl Glbl Dev E Acc","9.51","Mutual Fund","ISE"
"IE00BYM81J55.IR","PIMCO GIS Income Adm Acc EUR H","10.07","Mutual Fund","ISE"
"K55240B81231.KS","BNK Index Linked PF ELS-Derivatives 57","987.92","Mutual Fund","KSC"
"CDHCX","Calvert Developed Mkts Ex-US Rspnb Idx C","20.15","Mutual Fund","NAS"
"CXWG.HM","CRD LW EVAR GLB I","104.00","Mutual Fund","HAM"
"K55226B35897.KS","HDC Classic Auto Call PF ELS-Deriv 170","769.06","Mutual Fund","KSC"
"E571.F","COMS 10YUSTFSTR IC","91.00","Mutual Fund","FRA"
"^NQEMKRMCN","Nasdaq EM Plus Korea Mid Cap NT","992.07","Index","NIM"
"27103651.MC","SABAD DINAMICO-PREM","10.17","Mutual Fund","MCE"
"K55205B35982.KS","KDB HK Europe Idx Lnkd PF ELS-Deriv 27","743.16","Mutual Fund","KSC"
"K55365B35174.KS","Meritz Chn Eur Idx Lnkd PF ELS-Deriv 60","729.87","Mutual Fund","KSC"
"DJFG.DU","ALL GLOBEQDIV A EUR","99.62","Mutual Fund","DUS"
"E6V.SG","EV ENERGY PARTNERS","6.06","Stock","STU"
"EEB.A","","32.14","ETF","ASE"
"EMAG.A","","22.34","ETF","ASE"
"FATHUX","FT 5272: U.S. Energy Independen","8.88","Mutual Fund","NAS"
"J2BA.BE","EXPERIAN SP ADR","12.1","Stock","BER"
"ARMYTAGEAUST.AX","Armytage Australian Equity Income","0.85","Mutual Fund","ASX"
"AUG0003AU.AX","Australian Ethical Cash Trust","0.98","Mutual Fund","ASX"
"LYYZ.MU","L U ETF 600 C & MAT","41.31","ETF","MUN"
"SXLF.SW","SPDR® S&P US Financials Select Sect ETF","20.03","ETF","EBS"
"BLACKROCKIND.AX","BlackRock Indexed Australian Equity Fund","1.23","Mutual Fund","ASX"
"FGV2.HM","HGF CONT EUR IC","8.63","Mutual Fund","HAM"
"FENATX","FT 4728: High Dividend Equity P","8.78","Mutual Fund","NAS"
"FLITEX","FT 5178: High Dividend Equity P","9.27","Mutual Fund","NAS"
"K55365B31678.KS","Meritz Kor Chn IdxLnkd PF ELS-Deriv 1685","741.63","Mutual Fund","KSC"
"FPBRKX","FT 4540: Balanced Income Equity","10","Mutual Fund","NAS"
"FSHTIX","FT 4990: High Dividend Emerging","6.4","Mutual Fund","NAS"
"IE00BY7RRH76.IR","Wellington Emerging Market Themes D Unh","9.99","Mutual Fund","ISE"
"K55306B81305.KS","KTB Special Target Return Convs PF Eq 10","984.23","Mutual Fund","KSC"
"IS3A.MU","ISHSII-MSCI EUR.UCETF DIS","20.7","ETF","MUN"
"K55366B24473.KS","BlackRock Europe Equity-Fund of Funds A","979.7","Mutual Fund","KSC"
"YOSO.MC","OBSIDO SOCIMI","10.55","Stock","MCE"
"FVUISX","FT 5442: Energy Select Portfoli","8.49","Mutual Fund","NAS"
"FVTEJX","FT 5314: European Deep Value Di","9.02","Mutual Fund","NAS"
"K55365B02844.KS","Meritz Kor Chn Step Up PF ELS-Deriv 1540","1,049.32","Mutual Fund","KSC"
"228790.KQ","MiraeAsset TIGER Cosmetics ETF","7,232.36","Mutual Fund","KSC"
"FEKIGX","FT 5308: Balanced Income Equity","9.45","Mutual Fund","NAS"
"FKYLEX","First Trust 3081 Equity Income","11.78","Mutual Fund","NAS"
"ENGI10.SA","Energisa S.A.","2.80","Stock","SAO"
"KB09.BE","KBC RENT MED EUR AD","683.59","Mutual Fund","BER"
"EZ2A.BE","EZCORP -A- NVTG","8.53","Stock","BER"
"EAEM1515.NYM","EAE Future JUN 15 2015","24.62","Future","NYM"
"FRAZYX","FT 5193: Global Equity Income C","7.63","Mutual Fund","NAS"
"IE00BP4JQC16.IR","BNY Mellon Asian Income A EUR Acc","1.06","Mutual Fund","ISE"
"K55240B82726.KS","BNK Equity Linked PF Bond 12","994.00","Mutual Fund","KSC"
"K55236B78185.KS","KIVAM 10 Years Invmt Ret Pen Div Fdr Eq","977.32","Mutual Fund","KSC"
"FNEYSX","FT 5430: High Dividend Equity A","8.64","Mutual Fund","NAS"
"GSW0.MU","GS US FG EQ AD","11.39","Mutual Fund","MUN"
"ENDLRDL.Z","ISTOXX ENDLR USD","126.91","Index","ZRH"
"KR5102AR2335.KS","UBSHana China Feeder Equity 1 S","859.64","Mutual Fund","KSC"
"NXU1.F","NEXUS E15","17.40","Stock","FRA"
"EAEM1527.NYM","EAE Future JUN 27 2015","24.62","Future","NYM"
"S3887.MC","MCIM CAPITAL OPP","10.41","Mutual Fund","MCE"
"S3886.MC","COSTA LAGO INVEST","5.18","Mutual Fund","MCE"
"EAWM1526.NYM","EAW Future JUN 26 2015","34.69","Future","NYM"
"EAEM1524.NYM","EAE Future JUN 24 2015","24.62","Future","NYM"
"E6N1501.NYM","Japan C&F Naphtha (Platts) BALM","503.37","Future","NYM"
"E6N1528.NYM","E6 Future JUL 28 2015 Trading S","489.32","Future","NYM"
"BTWEAUSBILEM.AX","BT WE Ausbil Emerging Leaders","1.17","Mutual Fund","ASX"
"BTWEAUSBILAU.AX","BT WE Ausbil Australian Active Equity","1.11","Mutual Fund","ASX"
"E6N1531.NYM","E6 Future JUL 31 2015","489.32","Future","NYM"
"CBGAUSTRALIA.AX","CBG Australian Equities Fund","1.43","Mutual Fund","ASX"
"EUBM1516.NYM","EUB Future JUN 16 2015","35.67","Future","NYM"
"EUBM1512.NYM","EUB Future JUN 12 2015","35.67","Future","NYM"
"HFL0009AU.AX","HFA Octane Global Europe","1.05","Mutual Fund","ASX"
"IS03.MU","ISHS DJ EUR EUR-ACC","39.63","ETF","MUN"
"HLR0023AU.AX","Experts' Choice Small Companies","0.76","Mutual Fund","ASX"
"167860.KQ","Kiwoom KOSEF 10Y KTB Leverage ETF","123,443.10","Mutual Fund","KSC"
"AFPTX","ASTON/Fairpointe Focused Equity N","9.48","Mutual Fund","NAS"
"FJ2S.HA","FID EU AGGR AD","18.67","Mutual Fund","HAN"
"MAQ0177AU.AX","Macquarie Aus Pure Indexed Equities","1.64","Mutual Fund","ASX"
"EXP0012AU.AX","Millinium's MSF - Investment Cash","1.02","Mutual Fund","ASX"
"FR0011299387.PA","Prevaal Actions Europe B2V A/I","1,650.99","Mutual Fund","PSX"
"ETL0182AU.AX","PIMCO EQT Wholesale Australian Focus","1.03","Mutual Fund","ASX"
"JBW0007AU.AX","Goldman Sachs Emerging Leaders Fund","3.03","Mutual Fund","ASX"
"KSO.AX","King Solomon Mines Limited","0.40","Stock","ASX"
"JBW0018AU.AX","Goldman Sachs Enhanced Income WS","0.91","Mutual Fund","ASX"
"FIEHLX","FT 5652: Equity Income Select P","10.68","Mutual Fund","NAS"
"EDM24-C.SI","","NaN","Future",""
"EEF.F","EURONET WORLDWIDE","73.46","Stock","FRA"
"065S.Z","STXEA18 EUR NR","148.12","Index","ZRH"
"P4U15.CME","Weather Cooling Degree Day Edmo","2.00","Future","CME"
"MARTINCURRIE.AX","Martin Currie Global Emerging Markets","1.18","Mutual Fund","ASX"
"10XL.L","EKHO/HSBC 14 ELN","0.83","ETF","LSE"
"10ZC.L","PIOH/HSBC 14 ELN","3.27","ETF","LSE"
"10YZ.L","EAST/HSBC 14 ELN","23.19","ETF","LSE"
"OCW.SG","EURONAV","12.47","Stock","STU"
"F00000WAUX.TO","TD Global Risk Managed Eq Cl Adv","10.20","Mutual Fund","TOR"
"IE00BSXNJB58.IR","Atlante Europe Absolute A EUR Acc","102.99","Mutual Fund","ISE"
"IE00BSXNJF96.IR","Atlante Europe Absolute D EUR Acc","103.44","Mutual Fund","ISE"
"88E.L","88 Energy Limited","0.57","Stock","LSE"
"PJSR.SW","PIMCO Euro Short Mat Source ETF EUR Acc","99.86","ETF","EBS"
"K55214B78877.KS","Eugene Pride PF Note C128","1,005.06","Mutual Fund","KSC"
"PER0488AU.AX","Perpetual WFIA-Perpetual Concntr Eq","1.23","Mutual Fund","ASX"
"FR0011365766.PA","Emergence M A/I","993.69","Mutual Fund","PSX"
"^JPMVEHNR","Ossiam Japan Minimum Variance E","118.03","Index","SNP"
"ETL0043AU.AX","Lincoln Wholesale Australian Share","1.15","Mutual Fund","ASX"
"EAWM1523.NYM","EAW Future JUN 23 2015","34.69","Future","NYM"
"136340.KQ","KB KSTAR Credit Bond ETF","103,652.39","Mutual Fund","KSC"
"EAWM1525.NYM","EAW Future JUN 25 2015","34.69","Future","NYM"
"E6N1529.NYM","Japan C&F Naphtha (Platts) BALM","489.32","Future","NYM"
"EAWM1512.NYM","EAW Future JUN 12 2015","34.69","Future","NYM"
"E6N1513.NYM","Japan C&F Naphtha (Platts) BALM","494.02","Future","NYM"
"ONL.MC","ONLY-APARTMENTS","2.04","Stock","MCE"
"ENPM1525.NYM","ENP Future JUN 25 2015","23.95","Future","NYM"
"EUBM1530.NYM","EUB Future JUN 30 2015","35.67","Future","NYM"
"VCK6.AX","Eastern Australian Canola May 2","562.50","Future","ASX"
"KR5210AY8225.KS","SHBNPP Premier Early Bird ELS-Deriv HE1","918.52","Mutual Fund","KSC"
"EUBM1515.NYM","EUB Future JUN 15 2015","35.67","Future","NYM"
"30011624.IR","LAZARD EMERG-A-2-35","98.96","Mutual Fund","ISE"
"FCOEF.PK","European Investment Ord","762.00","Mutual Fund","LSE"
"ICSVIX","Closed-End Strategy: Value Equi","8.25","Mutual Fund","NAS"
"FID0008AU.AX","Fidelity Australian Equities","27.74","Mutual Fund","ASX"
"IEDSPX","European Dividend Sustainabilit","8.81","Mutual Fund","NAS"
"KR5365AY4961.KS","Meritz Chn Eur Idx Lnkd PF ELS-Deriv 11","1,043.60","Mutual Fund","KSC"
"TES5.BE","FR TI EU S-M GR NC","35.48","Mutual Fund","BER"
"29266801.SW","PICTET ROB-P EUR","93.02","Mutual Fund","EBS"
"29266810.SW","PICTET ROB-R EUR","92.98","Mutual Fund","EBS"
"1114197.MC","AGROPEM INVERSION","6.97","Mutual Fund","MCE"
"K55104B80041.KS","Hi Korea Growth PF Equity L14","992.65","Mutual Fund","KSC"
"K55216B80696.KS","Dongbu 2Index PF ELS-Derivatives 161 USD","11,731.03","Mutual Fund","KSC"
"125748.L","NAT/HSBC 15 ELN","0.81","ETF","LSE"
"122297.L","DBXT S&P 500 EW 1C","2,451.50","ETF","LSE"
"K55365B23154.KS","Meritz Kor Chn IdxLnkd PF ELS-Deriv 1672","697.36","Mutual Fund","KSC"
"K55214B23097.KS","Eugene Index Linked PF ELS-Deriv 114","698.49","Mutual Fund","KSC"
"K55216B27010.KS","Dongbu Core Select PF Equity Balanced 4","1,047.11","Mutual Fund","KSC"
"K55306B27043.KS","KTB US Index Stability PF ELS-Deriv 14","1,000.00","Mutual Fund","KSC"
"4N35.MU","DK-CORP BD EUR TFD","53.49","Mutual Fund","MUN"
"K55302B62551.KS","Baring Germany Feeder Equity-FoF A Hdgd","1,101.40","Mutual Fund","KSC"
"K55306B80273.KS","KTB Index Linked PF ELS-Derivatives 956","1,031.60","Mutual Fund","KSC"
"K55311B80422.KS","PLUS 2Star PF ELS-Derivatives 2234","1,014.99","Mutual Fund","KSC"
"88S1.SG","SOUND ENERGY","0.26","Stock","STU"
"KR5212AZ4890.KS","Macquarie Glb Infra Fdr Eq-FoF A Hdgd","879.17","Mutual Fund","KSC"
"KR5210AJ1674.KS","SHBNPP Bonjour Europe Dividend Eq 1 Ci","1,080.46","Mutual Fund","KSC"
"GURPX","Guggenheim Risk Managed Real Estt P","31.32","Mutual Fund","NAS"
"E2ON.F","MELA SCIENCES","1.06","Stock","FRA"
"ETLZ.HM","GO RUSS 2000 U G-CT","35.61","ETF","HAM"
"TSHEDX","TSC Herzfeld Enhanced Dividend","8.77","Mutual Fund","NAS"
"12JT.L","EMOB/HSBC 14 ELN","29.13","ETF","LSE"
"IKE.NZ","ikeGPS Group Limited","0.70","Stock","NZE"
"OPHIROPPORTU.AX","Ophir Opportunities Class E","1.19","Mutual Fund","ASX"
"PANTRIBALGLO.AX","Pan-Tribal Global Equity Fund","1.10","Mutual Fund","ASX"
"XP6E.BE","JSS IN S EQ GEM PC","76.65","Mutual Fund","BER"
"AEFL.HM","AB GL UK EQ A2C","28.86","Mutual Fund","HAM"
"PER0102AU.AX","Perpetual Wholesale Concentrated Equity","1.74","Mutual Fund","ASX"
"DEMA.MI","WisdomTree EM Asia Eq Inc ETF USD","8.70","ETF","MIL"
"RAREEMERGING.AX","RARE Emerging Markets","2.22","Mutual Fund","ASX"
"IE00B7RBYS07.IR","Russell Multi-Asst Gr Strat Eur C RollUp","10.32","Mutual Fund","ISE"
"IE00BZ0GBP48.IR","TIAA Emerging Markets Dbt C USD Inc","19.90","Mutual Fund","ISE"
"K55226B85900.KS","HDC PF Real Estate 21","1,003.12","Mutual Fund","KSC"
"K55216B85273.KS","Dongbu Multi-Chance PF ELS-Deriv 1181","887.47","Mutual Fund","KSC"
"IE00BYQDPN83.IR","Old Mutual Absolute Ret Govt Bd A EUR H","9.99","Mutual Fund","ISE"
"K55306B81289.KS","KTB Equity Index PF ELS-Deriv 389 USD","993.96","Mutual Fund","KSC"
"A1XDYF.DE","FT EuroZins K IA","5,007.32","Mutual Fund","BER"
"0SW.BE","QS ENERGY","0.00","Stock","BER"
"FR0011675321.PA","SSgA Industrials Index Equity I NL EUR","180.27","Mutual Fund","PSX"
"26718626.DE","INAV EUR","5.68","Index","GER"
"10060877.IR","BNY EM MK EQ USD-X","1.39","Mutual Fund","ISE"
"S3999.MC","RODAVI CAPITAL","10.64","Mutual Fund","MCE"
"ES0137888006.BC","Foncaixa Valor 95/65 Eurostoxx FI","6.71","Mutual Fund","BAR"
"1006223.IR","AXA EQ ALP JPY-A-AC","2,250.82","Mutual Fund","ISE"
